ID ,name ,category ,main_category ,currency ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged ,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1577895015,"Magic, Giggles and Love  A collection of children's poetry",Children's Books,Publishing,USD,2012-06-16 05:10:00,500,2012-05-15 17:33:17,140,failed,4,US,140,,,,
1436869307,Rumble dash,Mobile Games,Games,EUR,2015-07-18 12:56:03,10000,2015-06-18 12:56:03,0,failed,0,IT,0,,,,
1460519104,MXWC (Canceled),People,Photography,USD,2014-06-18 19:49:19,16500,2014-06-06 19:49:19,330,canceled,7,US,330,,,,
1562123765,HARDCOUTURE Fall 2011 Launch to Boutiques.,Fashion,Fashion,USD,2011-09-19 00:16:00,3500,2011-08-20 00:16:00,331,failed,9,US,331,,,,
471718595,Raised By Star Trek: Life Lessons From The Enterprise,Nonfiction,Publishing,USD,2013-01-09 20:03:21,2400,2012-11-20 20:03:21,120,failed,4,US,120,,,,
1800502768,Rage,Drama,Film & Video,GBP,2015-02-17 12:54:16,2000,2015-01-26 12:54:16,2023,successful,49,GB,3033.4019156,,,,
1488467775,Wither: The Story of William Gibson ISSUE #1,Comic Books,Comics,USD,2015-03-06 22:40:53,4500,2015-02-04 22:40:53,392,failed,12,US,392,,,,
2058750734,Treves: A Restless Night,Comic Books,Comics,GBP,2015-10-19 00:00:00,3500,2015-09-03 22:57:57,5039,successful,296,GB,7712.78264069,,,,
567758157,"""Musical: The Online Musical,"" the first-ever interactive musical!",Theater,Theater,USD,2010-11-03 04:59:00,5000,2010-09-26 17:18:25,800,failed,6,US,800,,,,
1853944938,The Maverick Series - Installments Two and Three (Canceled),Fiction,Publishing,USD,2013-07-18 23:54:31,10000,2013-06-18 23:54:31,0,canceled,0,US,0,,,,
1037200738,The Dad Initiative (Canceled),Journalism,Journalism,USD,2014-05-19 17:28:50,30000,2014-04-04 17:28:50,0,canceled,0,US,0,,,,
622078643,The Ghost of Blackstoke Manor - a novel,Fiction,Publishing,GBP,2013-09-15 10:49:04,40000,2013-08-16 10:49:04,137,failed,6,GB,212.61109734,,,,
1134910253,Western Mass Pan Project,World Music,Music,USD,2014-11-21 17:22:21,2500,2014-09-22 17:22:21,2501,successful,34,US,2501,,,,
828442465,Alien Frontiers 4th Edition,Tabletop Games,Games,USD,2013-05-24 04:00:00,2000,2013-05-07 16:31:23,151837,successful,2265,US,151837,,,,
1993382127,"Book: ""Disenchanted"", Autobiography",Nonfiction,Publishing,USD,2012-07-11 22:34:00,5500,2012-06-13 01:39:32,0,failed,0,US,0,,,,
1222175607,"Sterling Thompson Album ""God I Will""",Music,Music,USD,2012-04-14 06:28:52,15000,2012-02-14 06:28:52,0,failed,0,US,0,,,,
796533179,,Painting,Art,USD,2011-12-05 05:59:00,35000,2011-11-06 23:55:55,220,failed,5,US,220,,,,
1151620300,Kitty Stadium: Outdoor Soccer for Indoor Cats!,Crafts,Crafts,CAD,2014-04-04 22:04:51,2000,2014-02-13 22:04:51,497,failed,8,CA,451.50089747,,,,
1631168631,The Writing Life: A Documentary,Documentary,Film & Video,USD,2011-07-27 16:15:09,5000,2011-06-27 16:15:09,7074,successful,42,US,7074,,,,
1358979379,Replicant,Mobile Games,Games,EUR,2015-11-05 17:37:10,20000,2015-10-06 17:37:10,0,failed,0,IT,0,,,,
1507427937,"""Creek"" comic-strip's first compilation publication!!!",Comics,Comics,USD,2011-12-09 03:10:22,2000,2011-11-09 03:10:22,2335,successful,69,US,2335,,,,
1261565665,Anime Super Robot Grendizer USB Flash Drive with Saucer!,Product Design,Design,USD,2013-03-17 03:34:53,8000,2013-02-15 04:34:53,11066,successful,140,US,11066,,,,
152519383,Hopic Printz Handbag (Canceled),Fashion,Fashion,USD,2016-02-25 18:09:27,10000,2016-01-26 18:09:27,4,canceled,3,US,4,,,,
251027931,Andy Warhol pictogram poster,Digital Art,Art,SEK,2015-01-31 23:00:00,5000,2015-01-06 21:20:49,13812,successful,53,SE,1736.96756232,,,,
94256773,Prox Box - a Box for your Prox(mark3) RFID/NFC tool,Product Design,Design,USD,2014-08-30 02:00:00,3000,2014-07-31 17:19:05,4733,successful,33,US,4733,,,,
139889020,Niners Themed Classic Tees and Hoodies,Fashion,Fashion,USD,2012-09-28 04:46:34,800,2012-08-25 04:46:34,355,failed,16,US,355,,,,
286455912,Build Isanti Spirits a Rickhouse,Drinks,Food,USD,2016-09-01 02:00:00,15000,2016-08-04 02:14:48,4180,failed,48,US,615,,,,
541996698,"Tribe Royal (Album, Website & Merchandise Fund)",Indie Rock,Music,CAD,2015-01-08 23:48:34,2000,2014-12-09 23:48:34,2345,successful,38,CA,2052.19309925,,,,
1174840046,Mary Jane Strain Games,Playing Cards,Games,USD,2015-04-10 22:13:53,5000,2015-02-24 22:13:53,26,failed,2,US,26,,,,
574450601,Looking for Vi - a short film,Shorts,Film & Video,GBP,2013-08-31 09:30:51,15000,2013-08-10 09:30:51,1186,failed,28,GB,1842.67071836,,,,
1275554438,Sydney's Silver Lining: Team USAs Pursuit of Olympic Dreams,Nonfiction,Publishing,USD,2015-10-23 09:04:40,47500,2015-09-23 09:04:40,51890,successful,282,US,51890,,,,
1156424824,Taking This To Print.,Pop,Music,USD,2011-08-02 12:38:15,200,2011-06-03 12:38:15,0,failed,0,US,0,,,,
178286004,"Essential Coachella 2014, a 3-Hour Warmup Mixtape",Electronic Music,Music,USD,2014-04-11 02:00:00,350,2014-04-02 17:39:12,351.22,successful,22,US,351.22,,,,
267433004,"The EXPAT Method, Mastering Personal & Organizational Change",Nonfiction,Publishing,USD,2016-04-01 04:00:00,2500,2016-03-11 15:17:18,3503,successful,54,US,3503,,,,
20462148,Willamette Valley Autumn,Photography,Photography,USD,2012-11-16 01:08:00,1200,2012-10-09 22:50:05,155,failed,6,US,155,,,,
114010189,FEEDBACK - AN AMBIENT DOCUMENTARY,Documentary,Film & Video,GBP,2014-04-20 22:56:32,2000,2014-03-21 21:56:32,51,failed,4,GB,84.34506072,,,,
1165156095,AirOhMail - bringing celebration to the next level!,Product Design,Design,USD,2012-03-05 06:59:00,8000,2012-01-30 01:36:11,49,failed,3,US,49,,,,
966197813,Classic and 80's Yes Music Live w/ Tribute band Sound Chaser,Rock,Music,USD,2015-04-20 02:54:42,4000,2015-03-21 01:54:42,302,failed,7,US,302,,,,
320209353,Griffin Pro 3D Printers,3D Printing,Technology,USD,2014-09-17 09:03:06,30000,2014-08-03 09:03:06,51620,successful,95,US,51620,,,,
571847262,K-Mill The Omni-Directional Treadmill,Product Design,Design,USD,2014-08-22 06:02:21,55000,2014-07-23 06:02:21,9610,failed,37,US,9610,,,,
101353700,CATCH WILD is recording their OFFICIAL debut EP!,Rock,Music,USD,2011-07-20 23:34:42,3000,2011-05-21 23:34:42,4921,successful,45,US,4921,,,,
1822706359,Twisted: Tales to Rot Your Brain Vol. 1,Fiction,Publishing,USD,2011-09-17 15:59:48,1900,2011-08-03 15:59:48,2657,successful,70,US,2657,,,,
669136045,Simple Syrup Kit,Drinks,Food,USD,2014-09-19 22:00:00,25000,2014-08-20 16:14:25,31414,successful,994,US,31414,,,,
677633048,"HMD Hand Painted Gifts, Expansion of My Biz",Crafts,Crafts,USD,2014-08-06 00:44:20,5037,2014-07-16 00:44:20,375,failed,6,US,375,,,,
58417976,SLYDER Glow iPhone 6,Gadgets,Technology,USD,2015-08-01 06:59:00,10000,2015-06-25 22:33:49,44,failed,1,US,44,,,,
54895717,Goats of War: The Card Game,Playing Cards,Games,USD,2016-10-04 03:08:04,2000,2016-09-04 03:08:04,3036,successful,85,US,755,,,,
2016770422,Unconscious - The Book,Publishing,Publishing,USD,2012-04-30 14:24:53,7000,2012-03-21 13:24:53,1302,failed,15,US,1302,,,,
126848424,Nashville Community Darkroom Version 2.0,Photography,Photography,USD,2013-09-06 17:00:23,12500,2013-07-08 17:00:23,12757,successful,168,US,12757,,,,
105342733,Say Cheese Thief,Apps,Technology,USD,2014-12-10 18:57:04,6300,2014-11-10 18:57:04,0,failed,0,US,0,,,,
173134177,Gentlemen's Club Manager,Mobile Games,Games,CAD,2016-03-09 19:12:26,200,2016-02-08 19:12:26,202,successful,25,CA,145.1506047,,,,
1908753728,Purple Party,Animation,Film & Video,USD,2014-08-15 11:56:00,40000,2014-07-24 16:28:46,25,failed,1,US,25,,,,
269404018,Help Kick Start Something BIG!,Hip-Hop,Music,CAD,2014-11-23 20:14:27,5000,2014-10-24 20:14:27,21,failed,2,CA,18.66890697,,,,
917935138,Vida,Publishing,Publishing,AUD,2016-04-14 06:13:00,25000,2016-02-29 06:13:00,12582,failed,101,AU,8966.24510778,,,,
2142033382,"""Home Team"" The DredSox Band's Greatest Hits CD",Indie Rock,Music,USD,2013-03-05 17:56:22,1150,2013-02-03 17:56:22,1177,successful,29,US,1177,,,,
1902186324,"Tom Turner and Slow Burn-(self titled, debut album)",Blues,Music,USD,2014-08-22 18:33:00,3000,2014-07-23 21:26:59,172,failed,12,US,172,,,,
1812153368,Age of the Demigods: Online,Video Games,Games,USD,2016-01-13 05:02:53,500000,2015-11-24 05:02:53,8,failed,1,US,8,,,,
144158524,Global Nation Reporting Fund,Web,Journalism,USD,2016-04-12 23:34:51,16000,2016-03-08 23:34:51,16386,successful,212,US,16386,,,,
831677666,"The first ""live""  performance in an Holographic world.",Experimental,Theater,EUR,2015-10-12 17:37:43,5000,2015-08-13 17:37:43,11,failed,2,NL,12.1557304,,,,
950542049,SEX-DRUGS-GUNS-THUGS,Nonfiction,Publishing,USD,2014-12-08 23:37:00,50000,2014-10-10 20:40:38,50,failed,2,US,50,,,,
1346739076,Shibao Baseball Cap,Fashion,Fashion,USD,2016-11-14 21:05:12,2000,2016-10-05 21:05:12,36,failed,1,US,0,,,,
1690500137,CREATE COMICS ON THE IPAD (Canceled),Comics,Comics,USD,2012-09-27 17:18:18,6000,2012-08-28 17:18:18,195,canceled,4,US,195,,,,
1940241162,PROMISE - help us distribute our short film,Shorts,Film & Video,GBP,2015-06-06 23:44:32,500,2015-05-07 23:44:32,218,failed,5,GB,331.05190932,,,,
1986520052,"Senior Project Short Film ""The Experiment""",Shorts,Film & Video,USD,2011-10-19 00:27:54,600,2011-09-09 00:27:54,662,successful,18,US,662,,,,
2044128318,Soul Delicious,Food,Food,USD,2015-03-29 04:28:00,45000,2015-02-04 16:19:44,100,failed,1,US,100,,,,
497423792,The Goo Dome,Public Art,Art,USD,2012-08-06 05:00:00,1111,2012-07-19 01:15:33,181,failed,9,US,181,,,,
1706405836,Voice Of The People,Pop,Music,USD,2011-05-03 03:51:42,50000,2011-02-01 03:51:42,0,failed,0,US,0,,,,
1350502264,Leather Belts and Accessories: A life Time guarantee,Product Design,Design,USD,2014-07-11 18:32:43,10000,2014-06-11 18:32:43,304,failed,7,US,304,,,,
39982076,Typographic Letterpress Prints with House Industries Font,Art,Art,USD,2012-12-28 04:25:18,2000,2012-10-29 03:25:18,176,failed,7,US,176,,,,
411148694,Grim Legion Gaming Channel,Webseries,Film & Video,USD,2014-07-13 04:10:43,5000,2014-06-13 04:10:43,105,failed,3,US,105,,,,
1369910422,'Wasteland' Kade Woodell's Album,Rock,Music,USD,2015-02-11 07:53:23,5000,2015-01-12 07:53:23,1800,failed,27,US,1800,,,,
749824027,"Musicians Musician Awards Concert & Film  Dec 21, 2013",Performance Art,Art,USD,2013-10-17 20:25:00,42000,2013-08-21 01:20:20,8.4,failed,2,US,8.4,,,,
154971333,NOCTURNAL (A Gory Love Story),Comics,Comics,USD,2012-08-04 18:02:46,27000,2012-06-20 18:02:46,3603,failed,40,US,3603,,,,
1947438560,Revolution Guerrilla Manual Focus Ring,Product Design,Design,USD,2011-04-11 01:54:11,5000,2011-03-11 01:54:11,126,failed,2,US,126,,,,
281712084,Send Silas Fermoy on their FIRST tour!,Indie Rock,Music,USD,2013-03-05 18:07:03,2000,2013-02-03 18:07:03,3131.5,successful,52,US,3131.5,,,,
36721875,Accra²: An experiment in Visual Poetry (Canceled),Photography,Photography,USD,2011-08-04 20:54:03,3100,2011-07-08 20:54:03,220,canceled,5,US,220,,,,
1082703006,BUTCHER: A LESSON IN CRIMINALITY #1,Comic Books,Comics,USD,2015-04-24 03:23:21,4500,2015-02-23 03:23:21,6050,successful,118,US,6050,,,,
1568031794,The Beauty of Believing: It's Time to Make a New Album!!,R&B,Music,USD,2014-10-09 06:36:39,4000,2014-09-08 06:36:39,4561,successful,162,US,4561,,,,
1184542374,Concrete Barrier and Guard Rail Rubber Safety Covers,Product Design,Design,USD,2014-12-19 04:37:00,150000,2014-11-12 22:16:55,105,failed,2,US,105,,,,
1058194312,Noise Floor Music's Debut LP,Indie Rock,Music,USD,2010-05-31 20:20:00,2500,2010-03-02 20:21:42,132,failed,5,US,132,,,,
2006518484,Join Brady In His Quest To Make Texas Country Music History,Country & Folk,Music,USD,2012-06-19 07:04:00,20000,2012-05-04 08:08:16,0,failed,0,US,0,,,,
1196451905,LED Lights for What Manner of Man A Cappella,Music Videos,Film & Video,USD,2015-03-13 10:12:00,650,2015-02-23 10:41:20,805,successful,15,US,805,,,,
1043587194,Moog for Scifi Audiobook/Soundtrack by Boy Eats Drum Machine,Radio & Podcasts,Publishing,USD,2016-09-22 22:23:07,1650,2016-08-23 22:23:07,2102,successful,42,US,0,,,,
1959225128,Lady: a Found-Foliage Film,Animation,Film & Video,USD,2012-05-24 02:27:17,1500,2012-04-24 02:27:17,259,failed,18,US,259,,,,
2118973712,REDLINE - Sci-fi turn-based tactics on mobile! (Canceled),Video Games,Games,USD,2016-07-02 08:59:00,48066,2016-06-01 17:32:26,2079.37,canceled,24,US,2079.37,,,,
794612808,Educational Support Website (Canceled),Publishing,Publishing,USD,2014-09-30 04:56:01,10000,2014-08-01 04:56:01,0,canceled,0,US,0,,,,
1481534117,Percko - Wear it and get perfect posture,Wearables,Technology,EUR,2015-11-03 14:01:01,30000,2015-09-29 14:01:01,385361.55,successful,3325,FR,431355.233276447,,,,
1940499720,New Beginnings,Video Games,Games,USD,2015-03-02 01:09:02,700,2015-01-31 01:09:02,1,failed,1,US,1,,,,
764995336,Tonguespank Spice Co. is Spanking Tongues Again!,Drinks,Food,USD,2014-12-11 04:00:00,7500,2014-11-10 16:15:37,7940.5,successful,115,US,7940.5,,,,
170088614,Create the PreParty iPhone App for Android users.,Mobile Games,Games,USD,2014-08-23 04:56:00,6000,2014-07-29 19:27:07,40,failed,2,US,40,,,,
35810114,After Birth,Television,Film & Video,CAD,2014-09-21 03:10:49,10000,2014-08-22 03:11:31,10504,successful,113,CA,9605.3344816,,,,
321784104,Help Launch a New Line of Scarves and Apparel,Fashion,Fashion,USD,2012-09-25 21:15:45,1500,2012-09-05 21:15:45,280,failed,9,US,280,,,,
542540577,Maestro,Drama,Film & Video,USD,2016-05-04 23:33:32,1109,2016-04-19 23:33:32,1456,successful,12,US,1456,,,,
1484553637,We are releasing our first full length CD!,Rock,Music,USD,2013-06-01 03:13:36,500,2013-05-02 03:13:36,610,successful,23,US,610,,,,
162485884,Project Swampfox,Comics,Comics,USD,2011-08-31 03:57:52,800,2011-07-17 03:57:52,1048.28,successful,23,US,1048.28,,,,
1154337860,Veronica's Sweet Spot -community-powered craft coffeehouse,Spaces,Food,USD,2016-12-01 05:59:00,5000,2016-10-27 20:12:54,900,failed,13,US,75,,,,
1236296372,Be Part of Rodeo & Juliet's New Recording Project,Country & Folk,Music,USD,2012-02-26 02:00:00,25000,2012-01-26 05:11:42,7220,failed,72,US,7220,,,,
1959076411,Love and the Small Print,Shorts,Film & Video,USD,2012-01-06 01:02:10,3500,2011-12-07 01:02:10,125,failed,2,US,125,,,,
1277288138,Flawed,Publishing,Publishing,USD,2014-09-16 01:41:59,3200,2014-07-18 01:41:59,180,failed,3,US,180,,,,
864545284,JUNKYARD GLASS,Glass,Crafts,USD,2013-02-20 16:19:31,8000,2013-01-21 16:19:31,10091,successful,75,US,10091,,,,
1359871696,Fire Warrior,Video Games,Games,USD,2012-08-26 17:00:00,70000,2012-07-23 00:40:01,11,failed,2,US,11,,,,
124910445,The Plush Collection,Product Design,Design,USD,2015-06-21 17:08:10,7000,2015-04-22 17:08:10,8270,successful,29,US,8270,,,,
475978855,Asagao Academy: Normal Boots Club,Video Games,Games,USD,2014-11-30 22:01:00,12000,2014-10-31 21:01:00,26743.86,successful,693,US,26743.86,,,,
2094569289,Dubstep in Starbucks,Music,Music,USD,2012-03-14 05:30:00,10000,2012-02-10 23:04:48,21823,successful,147,US,21823,,,,
1580646750,"RollPro Mini, GoPro Organizer",Design,Design,USD,2016-09-11 02:38:42,10000,2016-07-28 02:38:42,18273,successful,233,US,209,,,,
128126554,Herbert Peppard: The Eternal Man,Nonfiction,Publishing,CAD,2014-10-11 01:00:58,10000,2014-09-11 01:00:58,10630,successful,108,CA,9688.7919494,,,,
2078106822,EWI Project,Music,Music,GBP,2014-09-23 16:39:07,500,2014-07-25 16:39:07,0,failed,0,GB,0,,,,
1031827961,SQueo: Advanced Waterproof Bluetooth Speaker,Hardware,Technology,USD,2014-08-23 00:53:33,90000,2014-07-24 00:53:33,92022.6,successful,631,US,92022.6,,,,
1494136410,Zombie Hunter Permits (Limited Edition),Games,Games,USD,2013-06-11 00:21:32,3250,2013-05-21 00:21:32,118,failed,6,US,118,,,,
745072806,Alexis Rhode: First Full Length Album!,Music,Music,USD,2012-10-25 00:06:12,4000,2012-09-20 00:06:12,4000,successful,36,US,4000,,,,
1449344505,Traveller 5th Edition,Tabletop Games,Games,USD,2012-07-01 19:01:00,24000,2012-06-01 05:55:14,294628.33,successful,2085,US,294628.33,,,,
399294338,"ChromaCubes .    Awe-some, Glowing Light Blocks",Product Design,Design,USD,2014-08-24 21:32:00,25000,2014-07-25 02:51:51,3813,failed,46,US,3813,,,,
176532246,Adventurers of Regicide: The Cooperative Card Game,Tabletop Games,Games,USD,2016-04-25 15:08:49,7500,2016-03-26 14:08:49,534,failed,15,US,534,,,,
997697220,The Linear Calendar,Calendars,Publishing,USD,2013-11-21 19:39:13,1000,2013-10-22 19:39:13,25704,successful,624,US,25704,,,,
357216996,SUPERHERO: An Illustrated Poem of an Ambitious Child,Children's Books,Publishing,USD,2013-10-16 19:24:50,4500,2013-09-16 19:24:50,4513,successful,53,US,4513,,,,
532411830,You Can Insult/Threaten Me To Relieve Stress.,Experimental,Theater,USD,2015-10-10 18:27:28,23,2015-09-17 18:27:28,0,failed,0,US,0,,,,
943707578,Outland 17 - A Colonial-Punk Tactical RPG,Video Games,Games,USD,2015-05-13 20:59:35,10000,2015-04-13 20:59:35,6093,failed,258,US,6093,,,,
561621380,James Waters Solo Album,R&B,Music,GBP,2014-12-26 21:54:04,1000,2014-11-26 21:54:04,0,failed,0,GB,0,,,,
1319760887,YourPix Sapphire - Audio for every venue,Software,Technology,USD,2013-11-02 15:43:05,380,2013-09-23 16:43:05,25,failed,4,US,25,,,,
857029454,BiBee the Mosco Animation Film,Animation,Film & Video,USD,2012-11-13 16:13:00,20000,2012-09-14 22:00:46,1,failed,1,US,1,,,,
2083208615,HowMyDoin: The future of feedback.,Software,Technology,USD,2014-05-02 17:17:00,27000,2014-04-02 00:13:13,27139,successful,118,US,27139,,,,
2058506737,#GOD IS LOVE - END RACISM,Apparel,Fashion,USD,2015-03-14 18:03:42,2000,2015-02-12 19:03:42,1,failed,1,US,1,,,,
1576205949,Reintroduce ancient fruit tree species in a National Park.,Food,Food,GBP,2013-08-18 01:02:08,2500,2013-07-04 01:02:08,138,failed,13,GB,209.92264818,,,,
1018734257,SEPOD,Hip-Hop,Music,USD,2014-06-25 22:55:18,225,2014-06-04 22:55:18,0,failed,0,US,0,,,,
2086718213,SocketToMe,Technology,Technology,USD,2015-05-24 19:39:13,3000,2015-04-24 19:39:13,20,failed,2,US,20,,,,
1923613829,BARBADOS DANCE PROJECT 2014,Residencies,Dance,USD,2014-06-06 23:44:40,15000,2014-05-07 23:44:40,15567.5,successful,183,US,15567.5,,,,
1197399344,Die Bobby-Car Wm 2016,Video,Journalism,EUR,2015-12-30 17:59:14,5000,2015-11-30 17:59:14,315,failed,2,DE,333.7161345,,,,
1567948990,For Good Measure's Debut Album,Pop,Music,USD,2014-09-14 05:59:00,5501,2014-08-14 20:12:40,5710,successful,85,US,5710,,,,
88405373,Operation End Game (Canceled),Action,Film & Video,USD,2014-10-01 18:02:42,10500,2014-08-02 18:02:42,0,canceled,0,US,0,,,,
1688212546,"LightBox: The light switch, re-invented.",Product Design,Design,USD,2015-11-16 06:00:00,65000,2015-10-13 15:41:26,32713.55,failed,316,US,32713.55,,,,
2101563124,Working Mothers Connect - helping mums return to work,Technology,Technology,AUD,2015-02-27 22:52:12,8000,2015-01-28 22:52:12,3,failed,3,AU,2.37845688,,,,
1220959659,The Scenic Route's First Studio Album,Indie Rock,Music,USD,2013-12-27 00:15:45,1000,2013-11-12 00:15:45,1000,successful,18,US,1000,,,,
1006207268,"Portakali ""Discussions in the Dark""",Music,Music,USD,2012-04-23 01:52:23,600,2012-03-24 00:52:23,673.21,successful,16,US,673.21,,,,
1967135978,Retail: The Series,Webseries,Film & Video,GBP,2013-03-30 23:49:53,500,2013-02-28 23:49:53,63,failed,6,GB,95.24414277,,,,
883452894,Mama and Her Boys - NYC PREMIERE!,Theater,Theater,USD,2013-02-10 22:06:56,2750,2013-01-11 22:06:56,3314,successful,64,US,3314,,,,
203532453,"Pangea Cuisines ""Continental Drift"" A Paleo food Truck!",Food Trucks,Food,USD,2014-11-10 02:41:35,16870,2014-09-11 02:41:35,2501,failed,36,US,2501,,,,
809471914,Recording Studio (Canceled),Music,Music,USD,2015-06-21 18:21:53,250000,2015-04-22 18:21:53,1,canceled,1,US,1,,,,
513068049,Chainweaver: Weaving New Life Into Old Maille,Fashion,Fashion,USD,2013-03-23 19:48:13,4500,2013-02-21 20:48:13,75,failed,3,US,75,,,,
1798631732,Alex & You Make a Movie,Narrative Film,Film & Video,USD,2012-03-25 08:25:00,60000,2012-01-25 21:18:34,4993,failed,25,US,4993,,,,
836867991,The crafty creations of Nerd sensations,Fashion,Fashion,USD,2013-06-29 01:11:02,1000,2013-05-30 01:11:02,1173,successful,27,US,1173,,,,
