Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Class
10.42.0.151-54.230.38.124-47520-80-6,10.42.0.151,47520.0,54.230.38.124,80.0,6.0,04/07/2017 09:06:52,12101781.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4957947925,2420356.2,4854020.51972328,11075679.0,2163.0,12101781.0,4033927.0,6112571.66659926,11075679.0,96123.0,992448.0,992448.0,0.0,992448.0,992448.0,0.0,0.0,0.0,0.0,148.0,80.0,0.3305298617,0.1652649308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,65535.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
10.42.0.211-123.125.29.220-55075-80-6,10.42.0.211,55075.0,123.125.29.220,80.0,6.0,17/07/2017 11:12:48,258217.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.745423422934974,258217.0,0.0,258217.0,258217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,3.872711711467487,3.872711711467487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1386.0,133.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
206.126.112.141-10.42.0.42-443-36408-6,206.126.112.141,443.0,10.42.0.42,36408.0,6.0,04/08/2017 08:39:37,84104.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.670122705222106,42052.0,2592.253459829883,43885.0,40219.0,84104.0,42052.0,2592.253459829883,43885.0,40219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,35.670122705222106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,123.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
173.194.208.154-10.42.0.211-443-51348-6,10.42.0.211,51348.0,173.194.208.154,443.0,6.0,04/08/2017 08:17:45,236471.0,9.0,7.0,1009.0,5377.0,497.0,0.0,112.11111111111111,182.82877539137849,1418.0,0.0,768.1428571428571,637.2692859828903,27005.425612442967,67.66157372362785,15764.733333333332,20087.743091129923,53324.0,33.0,236471.0,29558.875,23276.12152545731,57027.0,498.0,180318.0,30053.0,43765.28663221572,109844.0,33.0,0.0,0.0,0.0,0.0,296.0,232.0,38.05963521954067,29.601938504087183,0.0,1418.0,375.6470588235294,533.187694575802,284289.11764705874,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,399.125,112.11111111111111,768.1428571428571,296.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1009.0,7.0,5377.0,65535.0,179.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.217.10.227-10.42.0.42-443-37670-6,172.217.10.227,443.0,10.42.0.42,37670.0,6.0,04/07/2017 09:05:05,115486.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9771747225,57743.0,81512.4413080605,115381.0,105.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,32.0,76.0,8.6590582408,17.3181164817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,360.0,1594.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
10.42.0.211-10.42.0.1-12307-53-17,10.42.0.211,12307.0,10.42.0.1,53.0,17.0,04/08/2017 10:50:03,32812.0,1.0,1.0,37.0,53.0,37.0,37.0,37.0,0.0,53.0,53.0,53.0,0.0,2742.89893941241,60.953309764720224,32812.0,0.0,32812.0,32812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,30.476654882360112,30.476654882360112,37.0,53.0,42.333333333333336,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,63.5,37.0,53.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,53.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.217.10.67-10.42.0.211-80-48123-6,10.42.0.211,48123.0,172.217.10.67,80.0,6.0,11/07/2017 10:52:39,117024.0,4.0,3.0,371.0,845.0,371.0,0.0,92.75,185.5,845.0,0.0,281.6666666666667,487.86097746523376,10391.030899644516,59.816789718348375,19504.0,17839.891535544717,37600.0,207.0,117024.0,39008.0,36179.083363181,71817.0,207.0,76648.0,38324.0,9140.062253617314,44787.0,31861.0,0.0,0.0,0.0,0.0,136.0,104.0,34.18102269619907,25.635767022149302,0.0,845.0,152.0,308.64542763501294,95262.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,173.71428571428572,92.75,281.6666666666667,136.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,371.0,3.0,845.0,65535.0,340.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
203.205.158.61-10.42.0.211-80-57793-6,10.42.0.211,57793.0,203.205.158.61,80.0,6.0,12/07/2017 02:39:38,3360440.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5951601575984097,3360440.0,0.0,3360440.0,3360440.0,3360440.0,3360440.0,0.0,3360440.0,3360440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.5951601575984097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2455.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
10.42.0.211-10.42.0.1-21642-53-17,10.42.0.211,21642.0,10.42.0.1,53.0,17.0,04/08/2017 10:21:54,517308.0,1.0,1.0,31.0,78.0,31.0,31.0,31.0,0.0,78.0,78.0,78.0,0.0,210.70619437549777,3.8661687041375736,517308.0,0.0,517308.0,517308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,1.9330843520687868,1.9330843520687868,31.0,78.0,46.66666666666666,27.13546265191241,736.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,70.0,31.0,78.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,78.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
10.42.0.151-50.17.232.169-33952-443-6,10.42.0.151,33952.0,50.17.232.169,443.0,6.0,30/06/2017 04:10:31,66330505.0,13.0,11.0,710.0,5667.0,378.0,0.0,54.61538461538462,116.33968831367513,1448.0,0.0,515.1818181818181,636.3324317024582,96.13977761815624,0.3618244727670926,2883935.0,12672839.436447045,60840093.0,2.0,61541968.0,5128497.333333333,17580117.929047167,60952616.0,2.0,66279610.0,6627961.0,19110115.51819684,60847786.0,51.0,0.0,0.0,0.0,0.0,436.0,360.0,0.1959882560821751,0.1658362166849174,0.0,1448.0,255.0800000000001,480.5932028927029,230969.8266666667,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,265.7083333333333,54.61538461538461,515.1818181818181,436.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,710.0,11.0,5667.0,65535.0,79.0,3.0,32.0,487183.0,0.0,487183.0,487183.0,60840093.0,0.0,60840093.0,60840093.0,Keylogger
182.22.25.124-10.42.0.151-80-38535-6,10.42.0.151,38535.0,182.22.25.124,80.0,6.0,26/06/2017 01:33:12,11475295.0,8.0,8.0,400.0,7102.0,400.0,0.0,50.0,141.4213562373095,1448.0,0.0,887.75,736.605680518029,653.7522564779381,1.39429966724167,765019.6666666667,2767531.513384463,10765000.0,1.0,710295.0,101470.71428571428,129109.59376916224,284732.0,1.0,11307058.0,1615294.0000000002,4088803.558812651,10880868.0,1.0,0.0,0.0,0.0,0.0,264.0,264.0,0.697149833620835,0.697149833620835,0.0,1448.0,441.2941176470588,659.1816673635844,434520.4705882352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,468.875,50.0,887.75,264.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,400.0,8.0,7102.0,65535.0,32.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
203.205.147.229-10.42.0.151-80-41121-6,203.205.147.229,80.0,10.42.0.151,41121.0,6.0,30/06/2017 10:25:52,24752.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.80155138978668,24752.0,0.0,24752.0,24752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,40.40077569489334,40.40077569489334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,54.0,1405.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
172.217.12.195-10.42.0.151-443-37983-6,10.42.0.151,37983.0,172.217.12.195,443.0,6.0,04/08/2017 04:08:45,37157244.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0538253052352322,37157244.0,0.0,37157244.0,37157244.0,37157244.0,37157244.0,0.0,37157244.0,37157244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0538253052352322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1635.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.217.6.206-10.42.0.151-443-47452-6,10.42.0.151,47452.0,172.217.6.206,443.0,6.0,04/08/2017 03:38:33,4014941.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4981393250859726,4014941.0,0.0,4014941.0,4014941.0,4014941.0,4014941.0,0.0,4014941.0,4014941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.4981393250859726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1403.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
180.149.136.194-10.42.0.211-80-56164-6,10.42.0.211,56164.0,180.149.136.194,80.0,6.0,12/07/2017 01:54:29,2021160.0,4.0,4.0,646.0,321.0,646.0,0.0,161.5,323.0,321.0,0.0,80.25,160.5,478.4381246412951,3.9581230580458735,288737.14285714284,404500.2162386849,1145955.0,2048.0,1740493.0,580164.3333333334,492259.8616811382,1148304.0,280838.0,1742370.0,580790.0,572866.8146078982,1148003.0,2432.0,0.0,0.0,0.0,0.0,112.0,104.0,1.9790615290229367,1.9790615290229367,0.0,646.0,107.44444444444444,228.160640290515,52057.27777777778,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,120.875,161.5,80.25,112.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,646.0,4.0,321.0,65535.0,125.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
10.42.0.151-31.13.65.36-55772-443-6,10.42.0.151,55772.0,31.13.65.36,443.0,6.0,26/06/2017 01:34:19,65195531.0,8.0,10.0,322.0,3871.0,204.0,0.0,40.25,77.99221572878741,1398.0,0.0,387.1,573.2584156478744,64.31422423724105,0.276092543827889,3835031.2352941176,15753611.426501682,64967971.0,1.0,227548.0,32506.85714285714,38346.55064639048,91593.0,1.0,65143906.0,7238211.777777778,21663173.202886347,65006621.0,3.0,0.0,0.0,0.0,0.0,264.0,328.0,0.1227077972568395,0.1533847465710494,0.0,1398.0,220.68421052631572,446.3619672955495,199239.0058479532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,232.94444444444449,40.25,387.1,264.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,322.0,10.0,3871.0,65535.0,114.0,2.0,32.0,227548.0,0.0,227548.0,227548.0,64967971.0,0.0,64967971.0,64967971.0,Keylogger
157.240.2.15-10.42.0.42-443-43423-6,10.42.0.42,43423.0,157.240.2.15,443.0,6.0,15/08/2017 12:05:08,151261.0,2.0,2.0,31.0,31.0,31.0,0.0,15.5,21.920310216782973,31.0,0.0,15.5,21.920310216782973,409.88754536860125,26.44435776571621,50420.33333333333,53502.2692073274,109931.0,6300.0,151261.0,151261.0,0.0,151261.0,151261.0,109931.0,109931.0,0.0,109931.0,109931.0,1.0,0.0,0.0,0.0,64.0,64.0,13.222178882858106,13.222178882858106,0.0,31.0,18.6,16.97939928266015,288.30000000000007,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,23.25,15.5,15.5,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,2.0,31.0,1386.0,122.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
10.42.0.151-121.12.98.63-48216-80-6,10.42.0.151,48216.0,121.12.98.63,80.0,6.0,26/06/2017 01:30:06,972850.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.055815387778177,972850.0,0.0,972850.0,972850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0279076938890888,1.0279076938890888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1643.0,511.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
10.42.0.211-23.203.49.224-39590-443-6,10.42.0.211,39590.0,23.203.49.224,443.0,6.0,30/06/2017 12:11:21,30393.0,1.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.9203102168,1019.9717040108,98.7069390978,15196.5,21441.5989259197,30358.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,32.0,64.0,32.9023130326,65.8046260652,0.0,31.0,7.75,15.5,240.25,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,2.0,10.3333333333,0.0,15.5,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,31.0,4129.0,1073.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keylogger
